user_id,age,gender,location,user_segment
U_1350,57,M,Barbados,General
U_1351,66,M,Bahamas,Budget
U_1352,24,Non-Binary,Chad,Techie
U_1353,18,Non-Binary,Somalia,Budget
U_1354,49,Non-Binary,Gambia,Premium
U_1355,30,F,Nepal,General
U_1356,47,Non-Binary,San Marino,General
U_1357,40,M,Sweden,Techie
U_1358,68,F,Montenegro,Budget
U_1359,36,M,Uruguay,Premium
U_1360,49,M,France,Budget
U_1361,47,Non-Binary,Kazakhstan,General
U_1362,46,Non-Binary,British Virgin Islands,Techie
U_1363,66,M,Lao People's Democratic Republic,General
U_1364,62,M,Portugal,Budget
U_1365,46,F,Gabon,Premium
U_1366,47,Non-Binary,Reunion,Premium
U_1367,33,F,Iraq,Budget
U_1368,57,F,Western Sahara,Premium
U_1369,36,F,Faroe Islands,General
U_1370,35,M,Macao,General
U_1371,18,F,Mauritius,Techie
U_1372,31,F,Lithuania,Techie
U_1373,68,M,Kazakhstan,Budget
U_1374,64,Non-Binary,Belgium,General
U_1375,67,Non-Binary,Netherlands Antilles,Budget
U_1376,19,F,Armenia,General
U_1377,45,M,Tuvalu,Techie
U_1378,66,Non-Binary,Jersey,Premium
U_1379,67,F,Saint Pierre and Miquelon,General
U_1380,47,F,Gibraltar,Budget
U_1381,55,M,Netherlands,Techie
U_1382,68,F,El Salvador,Techie
U_1383,21,Non-Binary,Anguilla,Budget
U_1384,18,M,Bermuda,Premium
U_1385,25,Non-Binary,Denmark,General
U_1386,46,Non-Binary,Peru,General
U_1387,56,Non-Binary,Taiwan,Budget
U_1388,20,F,Tokelau,General
U_1389,49,F,Morocco,Budget
U_1390,27,Non-Binary,Namibia,Budget
U_1391,27,Non-Binary,Zambia,Budget
U_1392,36,M,Angola,Budget
U_1393,63,M,Serbia,Budget
U_1394,51,F,Peru,General
U_1395,50,F,Swaziland,Premium
U_1396,40,M,Ethiopia,Budget
U_1397,45,Non-Binary,Morocco,Budget
U_1398,49,F,Armenia,General
U_1399,67,Non-Binary,Serbia,General
U_1400,24,M,Saudi Arabia,Budget
U_1401,46,F,China,Budget
U_1402,25,F,Latvia,Budget
U_1403,18,M,Maldives,Budget
U_1404,20,F,Pakistan,Budget
U_1405,41,M,Kenya,Premium
U_1406,40,F,United States Virgin Islands,Budget
U_1407,25,M,Fiji,Techie
U_1408,64,F,Cocos (Keeling) Islands,Budget
U_1409,54,Non-Binary,Myanmar,General
U_1410,20,Non-Binary,Jordan,General
U_1411,68,Non-Binary,North Macedonia,Techie
U_1412,50,F,Suriname,Premium
U_1413,45,F,Liechtenstein,Premium
U_1414,64,Non-Binary,Bermuda,Premium
U_1415,25,Non-Binary,Latvia,General
U_1416,51,M,Guernsey,Techie
U_1417,52,M,Ireland,General
U_1418,49,M,Grenada,General
U_1419,41,Non-Binary,Gibraltar,Premium
U_1420,31,Non-Binary,Paraguay,Techie
U_1421,49,Non-Binary,Bosnia and Herzegovina,Budget
U_1422,63,M,Togo,Budget
U_1423,60,F,Central African Republic,Premium
U_1424,33,Non-Binary,Greenland,Budget
U_1425,21,F,Isle of Man,General
U_1426,69,F,Puerto Rico,Budget
U_1427,54,F,Lithuania,Techie
U_1428,38,M,France,Techie
U_1429,31,F,Panama,General
U_1430,48,Non-Binary,Western Sahara,Premium
U_1431,65,M,Iran,General
U_1432,35,Non-Binary,Suriname,Techie
U_1433,24,Non-Binary,Senegal,Premium
U_1434,27,M,Mexico,Budget
U_1435,24,Non-Binary,Argentina,Techie
U_1436,50,Non-Binary,Korea,General
U_1437,40,M,Benin,Techie
U_1438,38,Non-Binary,Germany,General
U_1439,36,F,El Salvador,Techie
U_1440,65,Non-Binary,Gibraltar,Budget
U_1441,36,F,Brazil,Budget
U_1442,53,Non-Binary,Sierra Leone,Premium
U_1443,46,M,Iraq,General
U_1444,35,M,Tonga,General
U_1445,19,Non-Binary,Malaysia,Budget
U_1446,18,M,Sweden,Techie
U_1447,64,Non-Binary,Afghanistan,Premium
U_1448,22,M,Palestinian Territory,Premium
U_1449,37,F,Trinidad and Tobago,Budget
U_1450,28,Non-Binary,Mauritius,Budget
U_1451,59,F,Kyrgyz Republic,Budget
U_1452,19,F,Isle of Man,Budget
U_1453,20,Non-Binary,Austria,Budget
U_1454,40,F,Comoros,Budget
U_1455,29,Non-Binary,Maldives,Techie
U_1456,37,F,Guyana,Premium
U_1457,22,Non-Binary,Nigeria,General
U_1458,54,Non-Binary,Saudi Arabia,Budget
U_1459,55,M,Luxembourg,Premium
U_1460,47,Non-Binary,Niue,Premium
U_1461,26,Non-Binary,Kenya,Budget
U_1462,51,F,Senegal,General
U_1463,61,Non-Binary,Austria,Budget
U_1464,52,M,Costa Rica,General
U_1465,69,F,Ethiopia,General
U_1466,39,F,Mexico,Techie
U_1467,61,M,Bulgaria,Techie
U_1468,41,F,Vanuatu,General
U_1469,34,F,France,Premium
U_1470,27,F,Kazakhstan,Techie
U_1471,47,F,Turkmenistan,Budget
U_1472,63,M,Qatar,Budget
U_1473,40,M,Libyan Arab Jamahiriya,Techie
U_1474,49,F,British Virgin Islands,Techie
U_1475,34,F,Antarctica (the territory South of 60 deg S),General
U_1476,67,M,Norfolk Island,Budget
U_1477,68,M,New Caledonia,General
U_1478,34,M,South Georgia and the South Sandwich Islands,Budget
U_1479,31,F,Dominican Republic,Premium
U_1480,26,F,Russian Federation,Premium
U_1481,57,Non-Binary,Cayman Islands,Premium
U_1482,19,M,Georgia,Budget
U_1483,62,F,Micronesia,Techie
U_1484,42,M,American Samoa,General
U_1485,56,F,Micronesia,Premium
U_1486,26,M,Ireland,Techie
U_1487,39,F,Bermuda,General
U_1488,60,Non-Binary,Czech Republic,General
U_1489,63,Non-Binary,Tajikistan,Techie
U_1490,21,M,United States Minor Outlying Islands,Budget
U_1491,43,F,Brazil,General
U_1492,46,F,Kyrgyz Republic,Techie
U_1493,62,M,Yemen,Budget
U_1494,51,F,British Indian Ocean Territory (Chagos Archipelago),Budget
U_1495,40,M,Oman,General
U_1496,54,F,Syrian Arab Republic,Budget
U_1497,28,M,Cape Verde,General
U_1498,23,F,Luxembourg,Budget
U_1499,35,M,Venezuela,General
U_1500,38,F,Saint Barthelemy,Premium
U_1501,59,Non-Binary,French Guiana,Techie
U_1502,53,F,Malawi,General
U_1503,58,M,Romania,Premium
U_1504,55,Non-Binary,Faroe Islands,Techie
U_1505,51,F,Israel,Budget
U_1506,34,Non-Binary,Syrian Arab Republic,Budget
U_1507,54,F,Liberia,Budget
U_1508,42,Non-Binary,Latvia,General
U_1509,55,M,Ecuador,Budget
U_1510,29,F,Korea,Budget
U_1511,40,F,Micronesia,Premium
U_1512,59,M,Cameroon,Techie
U_1513,39,Non-Binary,Hungary,General
U_1514,38,M,Comoros,Budget
U_1515,44,M,Uruguay,Budget
U_1516,48,Non-Binary,Netherlands Antilles,General
U_1517,23,M,Malawi,Budget
U_1518,44,F,San Marino,General
U_1519,57,F,Turkmenistan,General
U_1520,51,F,Burkina Faso,General
U_1521,29,M,Tonga,Budget
U_1522,62,F,Bangladesh,General
U_1523,24,F,Falkland Islands (Malvinas),General
U_1524,27,F,Sierra Leone,Techie
U_1525,62,F,Somalia,Premium
U_1526,34,F,Timor-Leste,Budget
U_1527,43,F,Israel,Budget
U_1528,38,M,Guam,Techie
U_1529,45,F,Vietnam,Techie
U_1530,63,F,Solomon Islands,Premium
U_1531,19,Non-Binary,Madagascar,Techie
U_1532,60,M,Ethiopia,Premium
U_1533,18,M,Swaziland,Techie
U_1534,68,M,Afghanistan,General
U_1535,53,M,Finland,Budget
U_1536,68,F,Saint Kitts and Nevis,Premium
U_1537,43,F,French Southern Territories,Budget
U_1538,46,Non-Binary,Taiwan,Techie
U_1539,38,Non-Binary,Namibia,General
U_1540,28,M,Mozambique,General
U_1541,57,Non-Binary,Palestinian Territory,Budget
U_1542,28,Non-Binary,Liechtenstein,General
U_1543,53,M,Tonga,Budget
U_1544,66,M,Canada,Techie
U_1545,56,Non-Binary,Kiribati,Budget
U_1546,57,F,Mauritania,General
U_1547,52,Non-Binary,Liberia,Techie
U_1548,51,Non-Binary,Guatemala,General
U_1549,64,F,Grenada,General
U_1550,41,F,Micronesia,Budget
U_1551,39,M,Serbia,Budget
U_1552,22,M,Mayotte,General
U_1553,50,Non-Binary,Honduras,Premium
U_1554,53,F,Korea,Budget
U_1555,64,M,Venezuela,Techie
U_1556,37,Non-Binary,Gibraltar,Techie
U_1557,36,F,Trinidad and Tobago,Budget
U_1558,52,Non-Binary,Comoros,Budget
U_1559,69,M,Qatar,Budget
U_1560,60,M,Dominican Republic,Premium
U_1561,34,F,Montserrat,General
U_1562,62,Non-Binary,Hungary,General
U_1563,60,F,Djibouti,Techie
U_1564,51,M,Togo,Budget
U_1565,26,M,Singapore,General
U_1566,43,Non-Binary,Isle of Man,Techie
U_1567,19,Non-Binary,Aruba,Budget
U_1568,26,Non-Binary,Ghana,General
U_1569,26,F,Samoa,General
U_1570,57,Non-Binary,Lebanon,General
U_1571,34,Non-Binary,Romania,General
U_1572,18,M,United States Minor Outlying Islands,Budget
U_1573,42,M,Sudan,Budget
U_1574,60,Non-Binary,Hong Kong,General
U_1575,57,Non-Binary,Hungary,Budget
U_1576,59,M,Panama,Premium
U_1577,42,Non-Binary,Somalia,General
U_1578,56,F,Swaziland,General
U_1579,52,F,Pakistan,Techie
U_1580,20,F,Canada,General
U_1581,67,Non-Binary,Lithuania,General
U_1582,54,M,Argentina,General
U_1583,61,Non-Binary,Brunei Darussalam,Budget
U_1584,61,Non-Binary,Macao,Budget
U_1585,68,M,Nauru,Premium
U_1586,47,M,Greenland,Budget
U_1587,55,M,Trinidad and Tobago,Budget
U_1588,51,F,Bolivia,Budget
U_1589,29,Non-Binary,Tunisia,Techie
U_1590,36,M,Tanzania,General
U_1591,54,Non-Binary,Kazakhstan,Budget
U_1592,61,F,Bolivia,General
U_1593,66,F,Malta,General
U_1594,34,M,United States Minor Outlying Islands,Budget
U_1595,27,M,Korea,General
U_1596,66,Non-Binary,American Samoa,Techie
U_1597,64,M,Saint Helena,Premium
U_1598,29,Non-Binary,Cambodia,General
U_1599,33,M,Ireland,Budget
U_1600,41,Non-Binary,Trinidad and Tobago,General
U_1601,36,Non-Binary,Palau,Budget
U_1602,25,Non-Binary,Cape Verde,General
U_1603,48,Non-Binary,Belarus,Premium
U_1604,38,F,Latvia,Techie
U_1605,34,Non-Binary,Slovenia,Budget
U_1606,40,M,Estonia,General
U_1607,54,F,Guadeloupe,General
U_1608,33,F,Nigeria,Techie
U_1609,23,Non-Binary,Puerto Rico,Techie
U_1610,25,F,Indonesia,Techie
U_1611,42,Non-Binary,Pakistan,General
U_1612,35,M,Belgium,Techie
U_1613,42,Non-Binary,Timor-Leste,General
U_1614,29,F,Greenland,General
U_1615,32,M,Timor-Leste,Premium
U_1616,43,Non-Binary,Peru,Budget
U_1617,58,M,Togo,Premium
U_1618,62,M,Martinique,General
U_1619,43,F,Hong Kong,Budget
U_1620,64,M,Zimbabwe,Techie
U_1621,49,F,Ghana,General
U_1622,27,M,Niue,Premium
U_1623,33,Non-Binary,Saint Barthelemy,Techie
U_1624,24,M,Tuvalu,Budget
U_1625,34,Non-Binary,Senegal,Budget
U_1626,40,Non-Binary,Libyan Arab Jamahiriya,General
U_1627,43,M,Tunisia,Budget
U_1628,38,Non-Binary,Mauritius,Budget
U_1629,39,M,Argentina,General
U_1630,24,M,Niger,Premium
U_1631,31,Non-Binary,Bangladesh,General
U_1632,32,Non-Binary,Dominica,General
U_1633,24,F,Norfolk Island,Budget
U_1634,26,Non-Binary,Poland,Budget
U_1635,68,F,Uruguay,General
U_1636,65,Non-Binary,France,Techie
U_1637,25,M,Denmark,Budget
U_1638,67,Non-Binary,San Marino,General
U_1639,40,M,Bermuda,Budget
U_1640,46,M,Jordan,General
U_1641,35,M,Bolivia,Budget
U_1642,48,F,Senegal,Budget
U_1643,47,Non-Binary,North Macedonia,Budget
U_1644,69,M,Romania,General
U_1645,56,M,Tunisia,General
U_1646,52,F,Bolivia,General
U_1647,35,Non-Binary,Kenya,Premium
U_1648,59,Non-Binary,Chad,Premium
U_1649,56,F,Puerto Rico,Budget
U_1650,34,F,French Southern Territories,Techie
U_1651,31,Non-Binary,United Kingdom,Techie
U_1652,48,F,Antarctica (the territory South of 60 deg S),Techie
U_1653,41,Non-Binary,Aruba,Budget
U_1654,52,Non-Binary,Greece,General
U_1655,61,M,South Africa,Budget
U_1656,62,M,Azerbaijan,General
U_1657,51,Non-Binary,French Polynesia,Budget
U_1658,20,Non-Binary,Guinea-Bissau,Techie
U_1659,54,Non-Binary,Holy See (Vatican City State),Premium
U_1660,60,Non-Binary,Jersey,Premium
U_1661,57,Non-Binary,Cameroon,Techie
U_1662,43,Non-Binary,Ecuador,Premium
U_1663,40,F,Marshall Islands,Premium
U_1664,61,Non-Binary,Isle of Man,General
U_1665,56,F,Mongolia,General
U_1666,32,F,Pitcairn Islands,General
U_1667,66,Non-Binary,Somalia,Budget
U_1668,21,Non-Binary,Cocos (Keeling) Islands,Techie
U_1669,46,F,Chile,Techie
U_1670,39,F,China,Premium
U_1671,42,Non-Binary,Belgium,Techie
U_1672,30,Non-Binary,New Zealand,Premium
U_1673,35,F,Trinidad and Tobago,Budget
U_1674,50,F,Hong Kong,Budget
U_1675,33,F,Niger,Budget
U_1676,62,M,Pitcairn Islands,General
U_1677,59,F,Dominican Republic,General
U_1678,61,M,Luxembourg,General
U_1679,19,Non-Binary,United States Minor Outlying Islands,General
U_1680,52,Non-Binary,Myanmar,Budget
U_1681,59,F,Cambodia,General
U_1682,51,Non-Binary,Djibouti,General
U_1683,47,Non-Binary,Kyrgyz Republic,Premium
U_1684,30,Non-Binary,Northern Mariana Islands,Techie
U_1685,30,Non-Binary,Equatorial Guinea,General
U_1686,35,M,Kuwait,Techie
U_1687,49,M,Equatorial Guinea,General
U_1688,49,F,Papua New Guinea,Budget
U_1689,52,F,Algeria,Budget
U_1690,56,F,United Arab Emirates,Premium
U_1691,63,Non-Binary,Spain,Techie
U_1692,69,Non-Binary,Lao People's Democratic Republic,General
U_1693,46,M,United Arab Emirates,General
U_1694,66,M,France,Premium
U_1695,46,F,Philippines,Budget
U_1696,61,M,Mayotte,General
U_1697,33,M,Cayman Islands,Techie
U_1698,61,M,Barbados,Budget
U_1699,64,M,Kenya,Techie
U_1700,27,M,Western Sahara,General
U_1701,47,F,Guatemala,General
U_1702,42,F,Namibia,Techie
U_1703,56,M,French Southern Territories,Premium
U_1704,37,F,Northern Mariana Islands,General
U_1705,22,Non-Binary,Jamaica,General
U_1706,18,M,Portugal,Premium
U_1707,47,Non-Binary,El Salvador,Budget
U_1708,66,F,Korea,General
U_1709,20,F,Tanzania,Budget
U_1710,62,Non-Binary,Gabon,Budget
U_1711,31,F,Congo,Techie
U_1712,47,M,Hungary,Budget
U_1713,67,Non-Binary,Timor-Leste,Techie
U_1714,21,M,Liberia,Budget
U_1715,35,Non-Binary,Botswana,General
U_1716,54,F,Dominica,Budget
U_1717,42,Non-Binary,Hong Kong,Budget
U_1718,65,Non-Binary,Montserrat,Budget
U_1719,18,M,Guinea-Bissau,General
U_1720,63,F,Morocco,General
U_1721,32,M,French Polynesia,Budget
U_1722,26,F,Reunion,General
U_1723,32,M,French Polynesia,Techie
U_1724,66,Non-Binary,Angola,General
U_1725,41,M,Switzerland,Premium
U_1726,21,F,Palestinian Territory,General
U_1727,29,F,Indonesia,Budget
U_1728,54,Non-Binary,Falkland Islands (Malvinas),Premium
U_1729,54,F,Algeria,General
U_1730,60,M,Mongolia,Techie
U_1731,23,Non-Binary,Tonga,Budget
U_1732,56,F,Poland,Budget
U_1733,63,F,Slovakia (Slovak Republic),General
U_1734,41,M,Samoa,Techie
U_1735,28,M,Australia,Premium
U_1736,30,Non-Binary,United States Minor Outlying Islands,General
U_1737,51,F,New Caledonia,Budget
U_1738,42,M,Samoa,Premium
U_1739,24,Non-Binary,Luxembourg,General
U_1740,69,F,Syrian Arab Republic,Premium
U_1741,21,F,United Kingdom,Budget
U_1742,25,Non-Binary,United Kingdom,Techie
U_1743,37,Non-Binary,France,General
U_1744,46,M,Singapore,Budget
U_1745,68,F,South Georgia and the South Sandwich Islands,General
U_1746,62,F,Denmark,General
U_1747,63,F,New Caledonia,Budget
U_1748,27,Non-Binary,Spain,General
U_1749,60,M,Guinea,Premium
U_1750,51,F,Cyprus,Premium
U_1751,43,Non-Binary,North Macedonia,General
U_1752,58,F,Comoros,General
U_1753,66,M,Niger,Budget
U_1754,20,F,El Salvador,Premium
U_1755,23,M,Philippines,Techie
U_1756,22,M,Saudi Arabia,Premium
U_1757,22,F,Saint Helena,Premium
U_1758,64,F,Seychelles,Budget
U_1759,40,M,Palestinian Territory,General
U_1760,66,Non-Binary,Pitcairn Islands,Premium
U_1761,26,M,Taiwan,Budget
U_1762,52,F,Burundi,General
U_1763,37,F,Niue,General
U_1764,66,Non-Binary,Bhutan,Techie
U_1765,59,M,United Kingdom,Budget
U_1766,52,M,Niue,Techie
U_1767,67,M,Oman,Budget
U_1768,35,F,Armenia,Budget
U_1769,34,M,Georgia,General
U_1770,41,Non-Binary,Solomon Islands,Budget
U_1771,20,F,Kazakhstan,Budget
U_1772,49,F,Antigua and Barbuda,Budget
U_1773,52,M,Mozambique,Budget
U_1774,55,Non-Binary,Haiti,Budget
U_1775,30,F,Saint Martin,General
U_1776,64,F,Bulgaria,Budget
U_1777,42,M,Bermuda,Budget
U_1778,26,M,United States of America,Budget
U_1779,21,Non-Binary,French Polynesia,General
U_1780,31,M,Greece,Techie
U_1781,54,Non-Binary,San Marino,Premium
U_1782,51,F,Israel,General
U_1783,28,Non-Binary,China,Premium
U_1784,58,Non-Binary,Cook Islands,Premium
U_1785,20,Non-Binary,Bulgaria,Budget
U_1786,45,F,Solomon Islands,Premium
U_1787,46,M,Mauritius,Premium
U_1788,26,F,Turkey,General
U_1789,20,M,Haiti,Budget
U_1790,42,Non-Binary,Marshall Islands,Techie
U_1791,51,Non-Binary,Macao,Budget
U_1792,29,Non-Binary,United States Minor Outlying Islands,Budget
U_1793,59,Non-Binary,Faroe Islands,Premium
U_1794,26,Non-Binary,Switzerland,General
U_1795,32,M,Chad,Premium
U_1796,57,M,Equatorial Guinea,General
U_1797,42,Non-Binary,United States Minor Outlying Islands,Budget
U_1798,22,F,Sweden,Budget
U_1799,28,F,Western Sahara,Budget
U_1800,51,Non-Binary,Liberia,Premium
U_1801,41,M,Sri Lanka,Budget
U_1802,32,F,French Polynesia,Budget
U_1803,55,F,San Marino,General
U_1804,25,F,Trinidad and Tobago,Budget
U_1805,22,Non-Binary,Guadeloupe,Techie
U_1806,65,F,Spain,Premium
U_1807,43,F,Brazil,Techie
U_1808,35,F,Lao People's Democratic Republic,Techie
U_1809,23,F,Belarus,Premium
U_1810,54,M,Cambodia,Budget
U_1811,65,Non-Binary,Saudi Arabia,General
U_1812,30,Non-Binary,Czech Republic,General
U_1813,45,M,Tokelau,Budget
U_1814,22,M,Philippines,Budget
U_1815,30,Non-Binary,Saint Kitts and Nevis,General
U_1816,34,F,Peru,Premium
U_1817,67,F,Indonesia,Techie
U_1818,57,Non-Binary,Tanzania,Premium
U_1819,62,F,Spain,Budget
U_1820,49,M,Moldova,Techie
U_1821,46,F,Haiti,Techie
U_1822,68,F,Bermuda,Budget
U_1823,20,F,Somalia,Techie
U_1824,57,Non-Binary,Indonesia,General
U_1825,51,M,American Samoa,Techie
U_1826,57,F,Estonia,Budget
U_1827,44,Non-Binary,Mauritania,Techie
U_1828,30,F,British Virgin Islands,General
U_1829,62,M,Korea,General
U_1830,50,F,Heard Island and McDonald Islands,Techie
U_1831,23,M,Peru,Budget
U_1832,41,F,San Marino,General
U_1833,36,M,Peru,General
U_1834,33,F,Estonia,Budget
U_1835,57,M,Myanmar,Premium
U_1836,45,F,Hong Kong,Premium
U_1837,50,F,Swaziland,General
U_1838,65,Non-Binary,Northern Mariana Islands,Budget
U_1839,58,Non-Binary,Wallis and Futuna,Techie
U_1840,30,M,Holy See (Vatican City State),General
U_1841,60,F,Botswana,General
U_1842,62,M,Peru,General
U_1843,42,Non-Binary,Djibouti,General
U_1844,59,M,Latvia,Budget
U_1845,53,M,Anguilla,Techie
U_1846,44,Non-Binary,Niger,Premium
U_1847,55,F,Turks and Caicos Islands,General
U_1848,24,M,Western Sahara,Budget
U_1849,22,Non-Binary,Monaco,General
U_1850,60,F,Greece,Techie
U_1851,62,Non-Binary,United States Virgin Islands,General
U_1852,68,M,New Zealand,Budget
U_1853,48,F,Cyprus,Budget
U_1854,40,F,Oman,General
U_1855,59,Non-Binary,Bahrain,Budget
U_1856,27,Non-Binary,North Macedonia,General
U_1857,49,Non-Binary,Swaziland,Budget
U_1858,60,F,Kyrgyz Republic,General
U_1859,47,F,United States of America,Premium
U_1860,56,M,Reunion,Techie
U_1861,48,F,Gabon,General
U_1862,35,M,Pakistan,Premium
U_1863,53,Non-Binary,Ireland,Budget
U_1864,19,Non-Binary,Brazil,Budget
U_1865,31,F,Burundi,Techie
U_1866,30,Non-Binary,Aruba,Techie
U_1867,46,Non-Binary,Yemen,General
U_1868,29,F,Argentina,Techie
U_1869,56,M,Gabon,Premium
U_1870,19,F,Lithuania,Premium
U_1871,49,M,Brazil,Budget
U_1872,30,F,Bhutan,Premium
U_1873,63,F,Dominica,General
U_1874,44,Non-Binary,Tuvalu,General
U_1875,66,F,Mauritania,Premium
U_1876,58,F,Burkina Faso,Techie
U_1877,34,M,Iceland,General
U_1878,57,Non-Binary,Korea,Premium
U_1879,48,M,Heard Island and McDonald Islands,Budget
U_1880,51,M,Paraguay,Budget
U_1881,41,Non-Binary,Zambia,Techie
U_1882,62,Non-Binary,Samoa,General
U_1883,52,Non-Binary,Qatar,General
U_1884,65,F,Yemen,Budget
U_1885,23,Non-Binary,Mauritius,Budget
U_1886,36,Non-Binary,Italy,General
U_1887,47,Non-Binary,Namibia,General
U_1888,24,M,Samoa,Techie
U_1889,27,M,Saint Lucia,Techie
U_1890,58,F,Cape Verde,Budget
U_1891,49,M,Turks and Caicos Islands,General
U_1892,51,F,Israel,General
U_1893,45,M,Palau,Budget
U_1894,32,Non-Binary,Bolivia,General
U_1895,47,M,Syrian Arab Republic,Budget
U_1896,54,F,Liechtenstein,Budget
U_1897,46,M,Nicaragua,Budget
U_1898,39,Non-Binary,Ireland,Budget
U_1899,21,F,Wallis and Futuna,Premium
U_1900,37,Non-Binary,Zambia,Premium
U_1901,49,Non-Binary,Fiji,Techie
U_1902,53,F,Antigua and Barbuda,Techie
U_1903,67,Non-Binary,Portugal,Budget
U_1904,21,Non-Binary,Heard Island and McDonald Islands,Budget
U_1905,44,M,Cuba,Techie
U_1906,34,Non-Binary,Kenya,Premium
U_1907,29,Non-Binary,Kenya,Budget
U_1908,39,Non-Binary,Zambia,General
U_1909,34,Non-Binary,Dominica,General
U_1910,27,F,Timor-Leste,General
U_1911,18,M,Guyana,Techie
U_1912,39,Non-Binary,Bolivia,Budget
U_1913,43,Non-Binary,Poland,General
U_1914,35,F,Heard Island and McDonald Islands,Budget
U_1915,67,Non-Binary,Mayotte,Premium
U_1916,31,F,United Arab Emirates,Budget
U_1917,64,M,Oman,General
U_1918,46,M,Guinea-Bissau,Budget
U_1919,29,Non-Binary,Bahamas,General
U_1920,53,Non-Binary,Indonesia,General
U_1921,52,Non-Binary,Falkland Islands (Malvinas),Techie
U_1922,69,F,Comoros,General
U_1923,29,Non-Binary,British Virgin Islands,Techie
U_1924,24,Non-Binary,Yemen,General
U_1925,46,M,Thailand,Premium
U_1926,28,Non-Binary,Swaziland,General
U_1927,50,M,Korea,Techie
U_1928,23,Non-Binary,Bermuda,General
U_1929,64,M,Panama,Techie
U_1930,32,Non-Binary,Croatia,Techie
U_1931,49,M,Norway,General
U_1932,68,F,Northern Mariana Islands,General
U_1933,28,M,Nepal,Techie
U_1934,40,M,Angola,Budget
U_1935,43,M,Australia,Techie
U_1936,51,Non-Binary,Solomon Islands,General
U_1937,63,Non-Binary,Grenada,General
U_1938,51,Non-Binary,Ecuador,General
U_1939,46,F,Brunei Darussalam,Budget
U_1940,21,F,Solomon Islands,Techie
U_1941,34,M,Mongolia,Techie
U_1942,52,F,Costa Rica,General
U_1943,30,M,Bangladesh,Budget
U_1944,58,M,Switzerland,General
U_1945,56,M,Serbia,Techie
U_1946,32,F,Micronesia,Budget
U_1947,46,Non-Binary,Cote d'Ivoire,Premium
U_1948,46,F,Namibia,Budget
U_1949,28,M,Cuba,Techie
U_1950,69,M,Suriname,Budget
U_1951,49,F,Trinidad and Tobago,Budget
U_1952,19,M,Djibouti,General
U_1953,64,M,Greenland,Budget
U_1954,31,F,Singapore,Budget
U_1955,37,F,Cameroon,Techie
U_1956,39,F,Solomon Islands,Techie
U_1957,28,M,United Arab Emirates,General
U_1958,44,M,Nepal,Premium
U_1959,20,Non-Binary,Afghanistan,General
U_1960,34,Non-Binary,Falkland Islands (Malvinas),Techie
U_1961,61,F,Togo,Budget
U_1962,45,Non-Binary,Cameroon,Budget
U_1963,46,M,Bulgaria,Premium
U_1964,38,Non-Binary,Mauritius,Premium
U_1965,64,M,El Salvador,General
U_1966,33,F,South Georgia and the South Sandwich Islands,Techie
U_1967,54,F,China,Premium
U_1968,37,M,Bouvet Island (Bouvetoya),Budget
U_1969,23,Non-Binary,Panama,Budget
U_1970,36,F,Tonga,Techie
U_1971,22,F,Anguilla,Premium
U_1972,20,Non-Binary,Bulgaria,Techie
U_1973,18,Non-Binary,American Samoa,Budget
U_1974,55,M,Guinea-Bissau,General
U_1975,32,Non-Binary,Somalia,General
U_1976,51,Non-Binary,Solomon Islands,Budget
U_1977,52,Non-Binary,Dominica,Techie
U_1978,66,M,Namibia,General
U_1979,42,M,Gibraltar,Premium
U_1980,41,F,Andorra,Techie
U_1981,29,M,China,Budget
U_1982,35,F,Estonia,Techie
U_1983,32,Non-Binary,Austria,Budget
U_1984,61,F,Brunei Darussalam,General
U_1985,33,F,Saint Vincent and the Grenadines,General
U_1986,44,Non-Binary,Italy,General
U_1987,25,F,Malta,General
U_1988,63,M,Brazil,Techie
U_1989,42,M,Samoa,Premium
U_1990,34,M,Bahrain,General
U_1991,46,M,Lebanon,General
U_1992,25,F,Kiribati,Techie
U_1993,32,F,Slovakia (Slovak Republic),General
U_1994,44,Non-Binary,Guyana,Techie
U_1995,63,F,Malaysia,Techie
U_1996,67,F,Nauru,Techie
U_1997,69,F,Botswana,Budget
U_1998,24,Non-Binary,Korea,Budget
U_1999,20,M,Macao,Budget
U_2000,46,F,Cyprus,Techie
U_2001,61,Non-Binary,Yemen,Premium
U_2002,41,Non-Binary,Nicaragua,Premium
U_2003,20,Non-Binary,Aruba,General
U_2004,37,M,Saint Lucia,Premium
U_2005,63,F,Slovenia,Techie
U_2006,32,Non-Binary,United States of America,Budget
U_2007,42,M,Tonga,Budget
U_2008,47,Non-Binary,Palestinian Territory,General
U_2009,31,Non-Binary,Mali,Techie
U_2010,24,Non-Binary,Gabon,General
U_2011,34,Non-Binary,Kuwait,Budget
U_2012,61,Non-Binary,Norway,Techie
U_2013,37,M,Antarctica (the territory South of 60 deg S),Budget
U_2014,53,F,Bahamas,Budget
U_2015,26,F,Lesotho,Budget
U_2016,55,F,Tanzania,Budget
U_2017,65,F,Iran,Premium
U_2018,39,M,Japan,Budget
U_2019,19,M,Poland,General
U_2020,41,M,Botswana,Premium
U_2021,25,Non-Binary,Liechtenstein,Budget
U_2022,28,Non-Binary,Rwanda,Budget
U_2023,30,Non-Binary,United States of America,Techie
U_2024,34,F,Kenya,Budget
U_2025,25,Non-Binary,Barbados,General
U_2026,38,F,United Arab Emirates,General
U_2027,35,Non-Binary,Belgium,Budget
