item_id,category,price,content_tags
I_1205,Books,13.72,"opportunity, campaign, hand"
I_1206,Electronics,20.05,"special, once, she"
I_1207,Fashion,87.01,"personal, herself, into"
I_1208,Electronics,17.27,"yeah, in, argue"
I_1209,Electronics,38.26,"each, doctor, fine"
I_1210,Fashion,39.7,"be, read, than"
I_1211,Fashion,93.53,"boy, college, Mrs"
I_1212,Fashion,90.93,"also, price, institution"
I_1213,Electronics,31.63,"method, inside, after"
I_1214,Books,22.64,"like, against, first"
I_1215,Home,19.47,"now, follow, best"
I_1216,Home,27.31,"major, real, day"
I_1217,Electronics,23.4,"market, specific, property"
I_1218,Electronics,51.57,"coach, federal, wide"
I_1219,Books,46.35,"cut, player, wind"
I_1220,Fashion,53.17,"away, sure, degree"
I_1221,Electronics,90.69,"enter, father, of"
I_1222,Beauty,146.98,"source, person, when"
I_1223,Fashion,36.59,"response, official, option"
I_1224,Electronics,79.8,"event, note, most"
I_1225,Beauty,24.99,"interview, girl, baby"
I_1226,Books,85.46,"statement, measure, feel"
I_1227,Beauty,77.42,"professional, finish, increase"
I_1228,Electronics,74.2,"economy, middle, public"
I_1229,Home,35.7,"natural, thing, physical"
I_1230,Electronics,19.4,"might, cost, material"
I_1231,Home,10.85,"produce, station, visit"
I_1232,Books,32.07,"environmental, point, speak"
I_1233,Books,112.89,"table, trade, various"
I_1234,Fashion,25.85,"risk, art, customer"
I_1235,Fashion,62.06,"leg, drive, second"
I_1236,Home,65.05,"she, such, improve"
I_1237,Home,26.39,"team, treat, plant"
I_1238,Books,94.92,"suffer, environment, expert"
I_1239,Beauty,3.23,"civil, rather, door"
I_1240,Home,12.45,"draw, change, agree"
I_1241,Home,15.92,"someone, financial, magazine"
I_1242,Beauty,17.19,"yard, instead, town"
I_1243,Fashion,43.34,"dark, evening, ahead"
I_1244,Fashion,41.76,"smile, everyone, nearly"
I_1245,Home,45.39,"popular, amount, reveal"
I_1246,Fashion,53.35,"site, area, to"
I_1247,Fashion,15.49,"finish, fear, as"
I_1248,Fashion,12.5,"western, to, public"
I_1249,Books,45.47,"though, however, style"
I_1250,Electronics,20.0,"successful, door, number"
I_1251,Home,9.43,"matter, building, professional"
I_1252,Home,72.03,"oil, simple, moment"
I_1253,Books,101.1,"market, bed, outside"
I_1254,Electronics,115.09,"significant, finish, strategy"
I_1255,Electronics,38.46,"say, south, season"
I_1256,Books,54.64,"very, design, blood"
I_1257,Beauty,99.08,"degree, ever, impact"
I_1258,Beauty,19.82,"television, argue, mouth"
I_1259,Electronics,80.52,"record, both, nation"
I_1260,Beauty,41.28,"little, east, everyone"
I_1261,Beauty,68.78,"six, certain, little"
I_1262,Beauty,38.43,"happy, final, population"
I_1263,Electronics,93.41,"toward, alone, science"
I_1264,Beauty,39.6,"sometimes, area, true"
I_1265,Home,10.1,"public, education, his"
I_1266,Electronics,105.8,"police, red, total"
I_1267,Books,15.52,"rate, movement, door"
I_1268,Beauty,90.24,"kind, account, whether"
I_1269,Fashion,30.81,"until, truth, feeling"
I_1270,Electronics,84.84,"view, series, father"
I_1271,Books,82.09,"teacher, civil, keep"
I_1272,Home,46.72,"first, speech, popular"
I_1273,Books,49.74,"smile, ever, bag"
I_1274,Beauty,46.44,"single, man, say"
I_1275,Fashion,6.61,"unit, four, institution"
I_1276,Beauty,36.4,"truth, beyond, civil"
I_1277,Books,13.56,"end, at, inside"
I_1278,Electronics,37.98,"role, natural, force"
I_1279,Fashion,13.27,"receive, seven, political"
I_1280,Fashion,12.83,"contain, kitchen, political"
I_1281,Books,119.58,"able, customer, figure"
I_1282,Beauty,77.91,"office, book, economic"
I_1283,Books,33.01,"require, should, power"
I_1284,Fashion,38.39,"candidate, order, improve"
I_1285,Books,27.16,"vote, later, them"
I_1286,Fashion,52.24,"card, community, or"
I_1287,Beauty,19.28,"foreign, example, base"
I_1288,Electronics,73.33,"happen, hour, help"
I_1289,Electronics,27.05,"strong, now, again"
I_1290,Books,23.67,"age, next, partner"
I_1291,Fashion,33.7,"director, become, leg"
I_1292,Electronics,20.64,"energy, system, anyone"
I_1293,Fashion,43.08,"peace, outside, chance"
I_1294,Beauty,21.54,"when, color, note"
I_1295,Books,48.17,"add, moment, significant"
I_1296,Fashion,87.6,"up, still, management"
I_1297,Books,18.63,"difference, data, watch"
I_1298,Fashion,29.83,"spend, entire, second"
I_1299,Fashion,47.9,"high, issue, deal"
I_1300,Beauty,23.37,"democratic, station, risk"
I_1301,Books,48.01,"country, Congress, society"
I_1302,Home,51.64,"agreement, wish, dog"
I_1303,Fashion,78.78,"late, eat, old"
I_1304,Fashion,20.39,"positive, beat, light"
I_1305,Electronics,15.58,"the, window, huge"
I_1306,Books,25.89,"defense, himself, interest"
I_1307,Home,15.27,"others, authority, news"
I_1308,Beauty,52.02,"appear, use, likely"
I_1309,Home,13.07,"great, paper, provide"
I_1310,Beauty,214.09,"soon, remember, special"
I_1311,Home,93.39,"accept, mean, herself"
I_1312,Home,33.45,"within, provide, car"
I_1313,Books,66.28,"throughout, American, conference"
I_1314,Electronics,8.94,"college, manage, fund"
I_1315,Home,249.31,"life, bed, report"
I_1316,Fashion,20.65,"item, employee, finish"
I_1317,Fashion,30.07,"without, material, wind"
I_1318,Fashion,7.5,"exactly, guess, involve"
I_1319,Electronics,48.86,"total, enjoy, stop"
I_1320,Home,13.67,"unit, might, job"
I_1321,Beauty,35.92,"close, say, man"
I_1322,Beauty,21.43,"wear, new, type"
I_1323,Books,13.98,"PM, key, country"
I_1324,Electronics,17.4,"approach, consumer, like"
I_1325,Home,39.67,"clear, level, break"
I_1326,Fashion,11.88,"time, manager, kid"
I_1327,Electronics,18.19,"writer, night, leader"
I_1328,Electronics,56.3,"both, rest, challenge"
I_1329,Home,265.6,"glass, data, exist"
I_1330,Books,48.52,"strong, seek, state"
I_1331,Books,15.9,"none, production, defense"
I_1332,Books,24.69,"your, above, short"
I_1333,Fashion,33.96,"Congress, turn, east"
I_1334,Fashion,25.04,"marriage, behind, forget"
I_1335,Home,68.2,"expect, wonder, business"
I_1336,Books,39.41,"health, upon, black"
I_1337,Home,68.46,"food, ahead, least"
I_1338,Books,25.75,"remain, look, pick"
I_1339,Electronics,95.62,"especially, price, forget"
I_1340,Beauty,28.99,"analysis, performance, laugh"
I_1341,Beauty,15.23,"water, yourself, trade"
I_1342,Books,189.02,"someone, can, tell"
I_1343,Home,7.69,"soon, executive, sometimes"
I_1344,Fashion,18.34,"season, natural, own"
I_1345,Books,20.05,"begin, effort, drive"
I_1346,Books,246.32,"side, human, after"
I_1347,Fashion,140.54,"decade, home, I"
I_1348,Books,109.41,"positive, west, child"
I_1349,Electronics,25.42,"fear, song, save"
I_1350,Fashion,230.66,"TV, tough, page"
I_1351,Electronics,44.46,"grow, benefit, happen"
I_1352,Beauty,72.37,"customer, knowledge, hold"
I_1353,Fashion,38.24,"environmental, outside, bed"
I_1354,Fashion,31.83,"institution, happy, control"
I_1355,Home,27.07,"piece, behavior, message"
I_1356,Home,28.0,"wind, put, positive"
I_1357,Fashion,53.88,"require, us, money"
I_1358,Beauty,44.42,"positive, base, life"
I_1359,Books,32.29,"bad, soon, feel"
I_1360,Home,110.79,"worker, range, feel"
I_1361,Beauty,3.09,"eat, into, notice"
I_1362,Beauty,49.79,"necessary, true, message"
I_1363,Home,58.8,"member, including, let"
I_1364,Books,82.89,"result, spend, green"
I_1365,Home,31.44,"one, shoulder, administration"
I_1366,Beauty,39.11,"scientist, leg, skill"
I_1367,Electronics,72.88,"successful, and, indicate"
I_1368,Home,109.17,"region, finish, right"
I_1369,Beauty,26.04,"serious, last, space"
I_1370,Home,41.0,"game, truth, special"
I_1371,Beauty,126.83,"decision, back, word"
I_1372,Books,6.05,"else, pull, its"
I_1373,Beauty,19.07,"adult, house, actually"
I_1374,Fashion,106.98,"pretty, least, if"
I_1375,Electronics,79.36,"price, season, rise"
I_1376,Beauty,50.3,"field, spend, pattern"
I_1377,Home,23.13,"real, white, push"
I_1378,Home,16.36,"source, because, career"
I_1379,Beauty,20.64,"course, staff, receive"
I_1380,Fashion,114.25,"could, agree, loss"
I_1381,Beauty,20.03,"certain, drop, success"
I_1382,Books,35.91,"teach, Mrs, beat"
I_1383,Fashion,18.12,"show, challenge, instead"
I_1384,Beauty,64.99,"bring, total, school"
I_1385,Electronics,21.52,"knowledge, machine, after"
I_1386,Fashion,30.63,"last, drug, far"
I_1387,Beauty,8.61,"stop, hot, free"
I_1388,Electronics,9.11,"bill, summer, it"
I_1389,Beauty,33.32,"indeed, many, official"
I_1390,Books,11.47,"room, yourself, already"
I_1391,Home,178.41,"hundred, message, right"
I_1392,Beauty,6.36,"very, toward, test"
I_1393,Fashion,17.46,"discussion, art, affect"
I_1394,Beauty,33.56,"office, network, environmental"
I_1395,Beauty,24.73,"possible, threat, bring"
I_1396,Beauty,13.69,"performance, position, large"
I_1397,Beauty,15.39,"job, claim, risk"
I_1398,Fashion,14.99,"light, just, medical"
I_1399,Fashion,26.33,"onto, rate, two"
I_1400,Beauty,157.83,"table, resource, life"
I_1401,Home,35.25,"third, rich, hospital"
I_1402,Beauty,85.31,"indicate, wait, present"
I_1403,Fashion,49.68,"growth, line, wife"
I_1404,Books,80.73,"class, debate, real"
I_1405,Beauty,3.53,"beat, lot, community"
I_1406,Beauty,25.96,"choose, man, soldier"
I_1407,Beauty,94.23,"wall, management, doctor"
I_1408,Beauty,20.96,"news, yourself, grow"
I_1409,Electronics,135.64,"end, quality, company"
I_1410,Beauty,108.54,"teacher, me, southern"
I_1411,Fashion,22.75,"front, box, dinner"
I_1412,Fashion,22.14,"no, main, year"
I_1413,Electronics,14.72,"size, show, show"
I_1414,Beauty,20.01,"news, to, table"
I_1415,Home,12.35,"them, page, bit"
I_1416,Beauty,46.67,"anyone, watch, sometimes"
I_1417,Fashion,10.33,"while, sense, window"
I_1418,Books,53.68,"sit, participant, teach"
I_1419,Books,54.73,"big, none, medical"
I_1420,Home,8.77,"cold, brother, day"
I_1421,Beauty,114.42,"gun, rock, remain"
I_1422,Electronics,49.94,"seven, marriage, that"
I_1423,Beauty,60.33,"child, hair, standard"
I_1424,Home,18.05,"but, dark, wide"
I_1425,Home,54.48,"shoulder, according, strong"
I_1426,Home,81.54,"list, expert, commercial"
I_1427,Books,30.6,"entire, resource, increase"
I_1428,Beauty,164.27,"picture, early, send"
I_1429,Beauty,34.3,"morning, skin, case"
I_1430,Electronics,82.49,"investment, truth, together"
I_1431,Home,41.86,"weight, might, radio"
I_1432,Home,52.9,"want, kind, show"
I_1433,Fashion,8.7,"response, military, attorney"
I_1434,Fashion,44.56,"full, I, sign"
I_1435,Books,18.39,"its, hotel, also"
I_1436,Beauty,16.83,"two, character, off"
I_1437,Electronics,133.66,"within, woman, sometimes"
I_1438,Electronics,27.91,"then, win, information"
I_1439,Home,14.84,"though, red, them"
I_1440,Electronics,24.85,"return, finish, general"
I_1441,Home,11.7,"still, too, particular"
I_1442,Beauty,104.28,"chair, identify, popular"
I_1443,Electronics,18.98,"thought, person, peace"
I_1444,Home,50.57,"kind, generation, speech"
I_1445,Beauty,97.99,"possible, simple, thing"
I_1446,Beauty,22.2,"base, Mr, hope"
I_1447,Home,50.68,"rest, they, minute"
I_1448,Home,14.53,"must, degree, memory"
I_1449,Books,234.3,"fine, future, player"
I_1450,Beauty,70.04,"age, three, music"
I_1451,Home,28.39,"else, strategy, fight"
I_1452,Beauty,17.85,"institution, measure, rule"
I_1453,Electronics,30.23,"success, employee, medical"
I_1454,Fashion,25.23,"buy, series, walk"
I_1455,Fashion,157.96,"large, occur, accept"
I_1456,Home,12.42,"fund, door, second"
I_1457,Home,36.89,"ok, research, visit"
I_1458,Beauty,32.63,"program, suddenly, doctor"
I_1459,Home,30.15,"federal, project, spring"
I_1460,Beauty,30.36,"of, cause, help"
I_1461,Home,30.18,"scene, black, might"
I_1462,Beauty,66.58,"court, sing, lawyer"
I_1463,Home,53.9,"chair, international, include"
I_1464,Books,46.3,"begin, interesting, candidate"
I_1465,Beauty,2.92,"Democrat, back, quality"
I_1466,Books,42.09,"idea, next, single"
I_1467,Books,8.81,"the, once, PM"
I_1468,Books,55.54,"you, ready, way"
I_1469,Books,107.73,"rule, indicate, clear"
I_1470,Electronics,15.78,"media, machine, leader"
I_1471,Fashion,26.86,"whose, message, more"
I_1472,Electronics,20.5,"reason, lay, allow"
I_1473,Home,88.97,"church, next, TV"
I_1474,Home,35.73,"budget, system, book"
I_1475,Fashion,131.98,"hard, face, mission"
I_1476,Fashion,46.11,"brother, figure, hear"
I_1477,Fashion,40.2,"family, agreement, central"
I_1478,Books,34.97,"six, instead, view"
I_1479,Electronics,63.71,"figure, exist, consumer"
I_1480,Home,8.25,"science, able, natural"
I_1481,Electronics,35.46,"attack, and, loss"
I_1482,Electronics,31.31,"finally, laugh, full"
I_1483,Electronics,59.17,"help, strong, street"
I_1484,Fashion,28.5,"car, catch, PM"
I_1485,Fashion,14.43,"seven, project, chance"
I_1486,Home,33.31,"road, become, person"
I_1487,Home,13.93,"perhaps, hold, too"
I_1488,Home,7.1,"fund, animal, provide"
I_1489,Electronics,59.25,"kitchen, everyone, because"
I_1490,Fashion,52.63,"close, agent, picture"
I_1491,Books,48.12,"sign, final, population"
I_1492,Electronics,93.91,"popular, be, western"
I_1493,Beauty,19.45,"my, serious, whatever"
I_1494,Electronics,10.54,"miss, seek, me"
I_1495,Fashion,31.31,"affect, probably, mother"
I_1496,Beauty,25.08,"while, ever, day"
I_1497,Electronics,16.88,"stop, stuff, often"
I_1498,Fashion,31.07,"be, move, fly"
I_1499,Fashion,20.3,"open, man, value"
I_1500,Books,7.62,"future, Congress, agency"
I_1501,Electronics,23.27,"month, high, before"
I_1502,Fashion,13.34,"woman, my, experience"
I_1503,Home,39.86,"consumer, shoulder, child"
I_1504,Fashion,19.59,"weight, question, arrive"
I_1505,Books,80.58,"which, consider, require"
I_1506,Fashion,119.47,"fear, better, central"
I_1507,Electronics,57.03,"throw, election, walk"
I_1508,Electronics,9.58,"tonight, appear, dream"
I_1509,Beauty,110.41,"others, door, meet"
I_1510,Electronics,116.81,"mean, we, especially"
I_1511,Beauty,33.62,"five, network, assume"
I_1512,Home,95.43,"ahead, plant, trial"
I_1513,Books,21.3,"affect, never, only"
I_1514,Home,7.44,"big, several, prepare"
I_1515,Beauty,18.03,"by, nothing, land"
I_1516,Fashion,132.08,"suffer, matter, situation"
I_1517,Fashion,10.05,"central, music, collection"
I_1518,Home,33.1,"early, weight, which"
I_1519,Fashion,34.03,"new, among, spend"
I_1520,Beauty,21.97,"which, per, president"
I_1521,Books,23.22,"cold, art, two"
I_1522,Electronics,35.09,"event, economy, quite"
I_1523,Beauty,21.12,"yourself, successful, defense"
I_1524,Beauty,10.62,"subject, example, claim"
I_1525,Electronics,39.33,"move, attorney, bed"
I_1526,Electronics,78.15,"recognize, store, rise"
I_1527,Books,66.4,"your, there, decision"
I_1528,Books,17.33,"measure, soon, this"
I_1529,Books,12.17,"war, play, woman"
I_1530,Fashion,26.38,"remain, event, production"
I_1531,Beauty,116.07,"focus, decision, where"
I_1532,Electronics,55.51,"foreign, trial, card"
I_1533,Beauty,58.16,"two, participant, above"
I_1534,Beauty,67.48,"act, community, new"
I_1535,Books,46.37,"recent, major, hotel"
I_1536,Books,36.47,"ball, theory, prepare"
I_1537,Beauty,56.25,"much, throughout, staff"
I_1538,Books,21.39,"knowledge, but, will"
I_1539,Fashion,10.68,"heavy, over, hit"
I_1540,Electronics,59.05,"stuff, speech, worker"
I_1541,Beauty,89.14,"by, have, cover"
I_1542,Electronics,13.54,"act, sea, serve"
I_1543,Fashion,63.91,"quite, remember, course"
I_1544,Books,127.05,"staff, personal, space"
I_1545,Home,33.06,"determine, woman, whose"
I_1546,Fashion,17.21,"already, manage, region"
I_1547,Home,36.54,"paper, according, worker"
I_1548,Electronics,21.32,"point, book, everyone"
I_1549,Beauty,20.22,"matter, color, create"
I_1550,Books,46.83,"school, public, owner"
I_1551,Fashion,9.18,"compare, open, second"
I_1552,Books,10.43,"camera, value, talk"
I_1553,Home,33.63,"thing, rock, ever"
I_1554,Home,32.53,"summer, age, wide"
I_1555,Beauty,43.59,"question, pass, quite"
I_1556,Home,148.44,"third, ability, interview"
I_1557,Beauty,36.0,"pull, practice, take"
I_1558,Fashion,53.44,"follow, such, imagine"
I_1559,Beauty,15.17,"business, million, many"
I_1560,Home,61.21,"military, analysis, return"
I_1561,Electronics,21.73,"another, truth, mother"
I_1562,Beauty,35.06,"first, hot, free"
I_1563,Books,30.35,"they, space, wrong"
I_1564,Electronics,75.67,"difficult, ready, when"
I_1565,Beauty,11.61,"true, culture, forget"
I_1566,Books,5.33,"as, personal, agreement"
I_1567,Electronics,27.92,"it, agency, something"
I_1568,Beauty,48.17,"various, subject, east"
I_1569,Fashion,37.41,"list, when, strategy"
I_1570,Books,88.74,"start, mind, door"
I_1571,Fashion,46.99,"authority, outside, just"
I_1572,Home,21.09,"believe, land, by"
I_1573,Beauty,5.15,"window, true, help"
I_1574,Beauty,27.39,"three, really, site"
I_1575,Books,75.37,"artist, sort, area"
I_1576,Beauty,24.2,"particularly, it, big"
I_1577,Home,33.87,"argue, appear, sure"
I_1578,Beauty,46.39,"I, pay, in"
I_1579,Electronics,14.7,"ten, skin, perhaps"
I_1580,Fashion,54.52,"law, less, into"
I_1581,Home,122.69,"per, big, prepare"
I_1582,Home,28.84,"put, ago, military"
I_1583,Fashion,13.42,"onto, blue, activity"
I_1584,Fashion,31.4,"require, or, subject"
I_1585,Home,5.59,"toward, call, meeting"
I_1586,Fashion,43.36,"green, loss, per"
I_1587,Books,47.55,"control, case, analysis"
I_1588,Fashion,126.53,"camera, once, message"
I_1589,Electronics,28.36,"prepare, group, on"
I_1590,Electronics,45.91,"must, certainly, light"
I_1591,Books,16.63,"owner, fact, wife"
I_1592,Fashion,24.9,"military, price, certain"
I_1593,Electronics,9.78,"down, standard, nice"
I_1594,Beauty,28.34,"area, gas, with"
I_1595,Fashion,25.94,"policy, cut, attention"
I_1596,Books,42.07,"country, little, reality"
I_1597,Fashion,20.11,"level, realize, system"
I_1598,Home,35.4,"not, friend, federal"
I_1599,Home,25.36,"forget, bit, then"
I_1600,Electronics,25.4,"treat, many, turn"
I_1601,Home,35.31,"police, really, level"
I_1602,Books,34.21,"defense, lose, shoulder"
I_1603,Electronics,60.88,"spring, southern, heavy"
I_1604,Books,30.07,"hundred, step, according"
I_1605,Books,25.03,"act, group, never"
I_1606,Home,28.66,"central, key, place"
I_1607,Home,18.7,"tree, growth, wish"
I_1608,Books,24.83,"current, exist, despite"
I_1609,Home,168.16,"energy, company, suggest"
I_1610,Home,15.96,"early, cultural, compare"
I_1611,Home,26.5,"energy, big, story"
I_1612,Fashion,24.29,"case, pressure, those"
I_1613,Books,27.17,"full, decision, lay"
I_1614,Beauty,25.41,"hard, head, commercial"
I_1615,Books,41.4,"money, sometimes, perhaps"
I_1616,Electronics,8.43,"its, represent, budget"
I_1617,Home,75.92,"third, capital, couple"
I_1618,Home,54.93,"mouth, reason, fish"
I_1619,Beauty,12.25,"involve, player, TV"
I_1620,Electronics,5.39,"several, onto, take"
I_1621,Fashion,15.16,"family, chance, easy"
I_1622,Books,27.27,"picture, evidence, call"
I_1623,Fashion,260.93,"meet, once, major"
I_1624,Electronics,51.14,"road, six, social"
I_1625,Beauty,7.8,"past, cold, hold"
I_1626,Electronics,19.07,"think, seem, hear"
I_1627,Beauty,31.74,"million, condition, Republican"
I_1628,Fashion,40.57,"moment, low, what"
I_1629,Fashion,11.57,"listen, ok, point"
I_1630,Electronics,29.73,"so, power, debate"
I_1631,Electronics,18.65,"thus, later, doctor"
I_1632,Home,13.69,"despite, interesting, help"
I_1633,Beauty,40.76,"church, successful, effort"
I_1634,Home,61.5,"be, seem, far"
I_1635,Books,64.9,"million, discover, American"
I_1636,Books,52.43,"mention, from, later"
I_1637,Electronics,22.24,"it, happen, marriage"
I_1638,Fashion,58.65,"event, agent, kid"
I_1639,Books,42.4,"enter, away, top"
I_1640,Books,36.86,"family, maybe, national"
I_1641,Home,20.3,"back, everybody, direction"
I_1642,Home,22.25,"budget, growth, national"
I_1643,Books,35.13,"free, push, economic"
I_1644,Electronics,233.2,"seat, shoulder, suddenly"
I_1645,Home,42.14,"course, page, case"
I_1646,Books,20.31,"talk, respond, myself"
I_1647,Fashion,17.01,"end, show, example"
I_1648,Home,22.34,"get, you, watch"
I_1649,Books,189.02,"state, serious, activity"
I_1650,Beauty,24.06,"pressure, writer, week"
I_1651,Home,68.41,"tend, dinner, rich"
I_1652,Beauty,24.51,"decide, do, only"
I_1653,Home,40.81,"need, light, sport"
I_1654,Home,62.39,"future, beat, suffer"
I_1655,Beauty,20.96,"investment, walk, individual"
I_1656,Electronics,19.83,"just, table, air"
I_1657,Books,124.85,"catch, them, figure"
I_1658,Electronics,72.8,"scene, matter, probably"
I_1659,Electronics,62.34,"great, different, international"
I_1660,Books,62.17,"sell, several, real"
I_1661,Fashion,47.83,"federal, only, nothing"
I_1662,Electronics,166.37,"allow, cause, with"
I_1663,Electronics,34.3,"yes, nothing, sometimes"
I_1664,Electronics,52.55,"trial, off, hospital"
I_1665,Fashion,10.37,"high, we, as"
I_1666,Home,17.12,"hit, little, forget"
I_1667,Beauty,12.67,"while, police, fight"
I_1668,Beauty,91.77,"commercial, push, concern"
I_1669,Fashion,4.3,"step, owner, agree"
I_1670,Electronics,24.0,"current, treat, history"
I_1671,Beauty,3.02,"day, fact, modern"
I_1672,Fashion,17.03,"lawyer, happy, action"
I_1673,Books,22.36,"force, travel, hospital"
I_1674,Beauty,100.27,"writer, can, industry"
I_1675,Books,45.48,"sea, home, tough"
I_1676,Electronics,17.0,"deal, that, finally"
I_1677,Beauty,77.69,"stand, professor, city"
I_1678,Fashion,33.59,"offer, financial, data"
I_1679,Home,34.13,"respond, learn, cut"
I_1680,Beauty,12.65,"yard, knowledge, station"
I_1681,Beauty,15.0,"painting, east, forget"
I_1682,Beauty,17.11,"notice, make, leg"
I_1683,Beauty,34.37,"although, before, position"
I_1684,Fashion,35.24,"try, get, successful"
I_1685,Fashion,113.89,"society, hospital, statement"
I_1686,Home,45.06,"sure, indeed, conference"
I_1687,Fashion,3.8,"pay, it, his"
I_1688,Fashion,40.86,"probably, recognize, believe"
I_1689,Electronics,10.38,"recognize, analysis, those"
I_1690,Electronics,15.29,"citizen, think, Mrs"
I_1691,Books,17.29,"project, at, risk"
I_1692,Home,19.48,"total, training, in"
I_1693,Electronics,11.02,"seven, building, hard"
I_1694,Home,38.97,"sense, mean, single"
I_1695,Home,10.71,"improve, close, debate"
I_1696,Beauty,44.05,"and, ago, police"
I_1697,Home,198.26,"put, left, gas"
I_1698,Beauty,11.43,"human, create, also"
I_1699,Books,26.37,"economy, remember, carry"
I_1700,Books,4.4,"prove, less, leave"
I_1701,Books,26.03,"bar, prevent, require"
I_1702,Beauty,55.38,"just, likely, evidence"
I_1703,Beauty,58.94,"claim, stuff, parent"
I_1704,Books,35.23,"concern, buy, scientist"
I_1705,Beauty,67.45,"collection, provide, action"
I_1706,Fashion,253.88,"event, key, concern"
I_1707,Fashion,130.3,"research, throughout, mother"
I_1708,Beauty,21.8,"kind, answer, play"
I_1709,Beauty,10.37,"mission, production, process"
I_1710,Electronics,23.93,"bill, real, know"
I_1711,Electronics,15.52,"our, any, help"
I_1712,Home,47.52,"cut, economic, training"
I_1713,Home,12.87,"customer, administration, agreement"
I_1714,Home,31.24,"address, star, quite"
I_1715,Books,64.74,"as, when, benefit"
I_1716,Fashion,30.55,"structure, professional, right"
I_1717,Books,15.53,"analysis, mention, spring"
I_1718,Beauty,84.76,"follow, phone, person"
I_1719,Electronics,7.37,"various, house, into"
I_1720,Beauty,25.48,"discussion, black, follow"
I_1721,Beauty,32.03,"address, pressure, activity"
I_1722,Electronics,33.54,"defense, detail, price"
I_1723,Beauty,38.26,"everything, perhaps, analysis"
I_1724,Home,53.97,"those, in, should"
I_1725,Electronics,32.19,"matter, wrong, Republican"
I_1726,Beauty,24.67,"social, two, notice"
I_1727,Home,23.9,"edge, behind, food"
I_1728,Home,20.3,"piece, home, under"
I_1729,Fashion,62.18,"sign, card, compare"
I_1730,Home,19.74,"seven, reach, within"
I_1731,Books,65.2,"project, attack, adult"
I_1732,Electronics,33.62,"treatment, large, memory"
I_1733,Electronics,21.82,"score, me, relate"
I_1734,Electronics,54.31,"actually, again, serve"
I_1735,Beauty,18.5,"buy, door, investment"
I_1736,Beauty,55.18,"during, bag, case"
I_1737,Books,39.26,"material, dark, heart"
I_1738,Home,20.55,"politics, draw, rise"
I_1739,Beauty,50.55,"write, kitchen, theory"
I_1740,Home,51.28,"care, fish, skin"
I_1741,Home,83.6,"always, social, increase"
I_1742,Beauty,71.73,"spend, seek, director"
I_1743,Beauty,49.06,"run, garden, day"
I_1744,Books,13.44,"approach, truth, write"
I_1745,Fashion,234.83,"soon, recent, develop"
I_1746,Electronics,10.77,"their, miss, contain"
I_1747,Beauty,70.77,"picture, ask, man"
I_1748,Beauty,46.76,"west, appear, yeah"
I_1749,Home,12.94,"voice, by, community"
I_1750,Fashion,29.98,"nature, somebody, daughter"
I_1751,Beauty,31.09,"medical, international, level"
I_1752,Fashion,94.11,"clearly, culture, interest"
I_1753,Electronics,18.72,"paper, field, office"
I_1754,Home,26.85,"whose, cut, television"
I_1755,Books,5.11,"loss, week, growth"
I_1756,Electronics,132.66,"help, likely, institution"
I_1757,Fashion,14.06,"participant, item, choose"
I_1758,Fashion,43.01,"west, lot, seven"
I_1759,Electronics,30.54,"into, bar, trade"
I_1760,Fashion,30.62,"feel, Mr, need"
I_1761,Books,63.3,"compare, herself, figure"
I_1762,Books,126.09,"exist, no, lose"
I_1763,Fashion,40.5,"four, resource, cultural"
I_1764,Fashion,55.93,"trouble, above, technology"
I_1765,Books,43.08,"room, hear, identify"
I_1766,Fashion,74.74,"indeed, house, score"
I_1767,Beauty,22.87,"himself, film, would"
I_1768,Home,78.28,"author, those, yeah"
I_1769,Beauty,80.51,"buy, usually, class"
I_1770,Fashion,78.73,"several, whatever, side"
I_1771,Fashion,19.53,"seem, give, remember"
I_1772,Home,28.94,"play, happy, around"
I_1773,Fashion,40.11,"history, interest, east"
I_1774,Home,11.06,"local, TV, guess"
I_1775,Books,118.62,"religious, agreement, program"
I_1776,Home,32.79,"challenge, painting, want"
I_1777,Home,41.56,"challenge, easy, official"
I_1778,Beauty,20.87,"production, claim, bring"
I_1779,Fashion,11.46,"begin, represent, his"
I_1780,Books,20.43,"relationship, wind, ball"
I_1781,Electronics,39.46,"travel, then, coach"
I_1782,Home,56.75,"interview, reality, may"
I_1783,Electronics,37.69,"mouth, though, only"
I_1784,Fashion,43.7,"safe, sell, under"
I_1785,Home,25.29,"thank, body, of"
I_1786,Electronics,49.25,"something, sport, especially"
I_1787,Beauty,108.45,"decide, security, recognize"
I_1788,Electronics,58.2,"according, collection, man"
I_1789,Beauty,63.28,"best, similar, individual"
I_1790,Books,41.9,"indicate, explain, issue"
I_1791,Fashion,9.95,"computer, control, care"
I_1792,Electronics,14.36,"main, me, book"
I_1793,Home,47.65,"note, defense, cut"
I_1794,Fashion,32.83,"seek, speak, court"
I_1795,Electronics,47.08,"work, the, key"
I_1796,Home,126.61,"tree, body, player"
I_1797,Home,59.19,"bag, beat, by"
I_1798,Home,90.66,"ask, ahead, doctor"
I_1799,Home,35.72,"magazine, set, act"
I_1800,Electronics,17.36,"entire, western, program"
I_1801,Books,31.62,"smile, among, decision"
I_1802,Beauty,17.4,"social, heart, mind"
I_1803,Beauty,115.2,"while, entire, magazine"
I_1804,Beauty,62.32,"series, page, from"
I_1805,Books,50.22,"radio, gas, firm"
